pattern,html_path,pdf_path,location,symmetry,website,set,svg_path
E755,html/data163/E755.html,contents/data163/E755.pdf,"Alhambra, Sala de la Barca",p4m,https://tilingsearch.mit.edu/HTML/data163/E755.html,set1,contents/data163/E755.svg
JR116,html/data163/JR116.html,contents/data163/JR116.pdf,"Window shutter, Cordoba Cathedral",p4m,https://tilingsearch.mit.edu/HTML/data163/JR116.html,set3,contents/data163/JR116.svg
E331A,html/data163/E331A.html,contents/data163/E331A.pdf,"Seville, Mosaic of the large Court",p4m,https://tilingsearch.mit.edu/HTML/data163/E331A.html,set1,contents/data163/E331A.svg
P199,html/data17/P199.html,contents/data17/P199.pdf,"Ali Qapu, Isfahan",pmm,https://tilingsearch.mit.edu/HTML/data17/P199.html,set3,contents/data17/P199.svg
P35,html/data17/P35.html,contents/data17/P35.pdf,"Arabic collection, Volume 4, page 35",p4m,https://tilingsearch.mit.edu/HTML/data17/P35.html,set3,contents/data17/P35.svg
P105,html/data17/P105.html,contents/data17/P105.pdf,Mashhad - Gowhar Shad mosque,p4m,https://tilingsearch.mit.edu/HTML/data17/P105.html,set3,contents/data17/P105.svg
P47,html/data17/P47.html,contents/data17/P47.pdf,Shiraz -  Qavam Hosseiniyeh,p4g,https://tilingsearch.mit.edu/HTML/data17/P47.html,set2,contents/data17/P47.svg
P30,html/data17/P30.html,contents/data17/P30.pdf,Tehran - Golestan Palace,pmm,https://tilingsearch.mit.edu/HTML/data17/P30.html,set2,contents/data17/P30.svg
P50,html/data17/P50.html,contents/data17/P50.pdf,"Charbagh Madrasah, Isfahan",p4g,https://tilingsearch.mit.edu/HTML/data17/P50.html,set3,contents/data17/P50.svg
F34,html/data155/F34.html,contents/data155/F34.pdf,"Roman mosaic, Pompei",p4m,https://tilingsearch.mit.edu/HTML/data155/F34.html,set1,contents/data155/F34.svg
F44,html/data155/F44.html,contents/data155/F44.pdf,"El-Said tiling, page 53, Figure 44",p4m,https://tilingsearch.mit.edu/HTML/data155/F44.html,set2,contents/data155/F44.svg
F92I,html/data155/F92I.html,contents/data155/F92I.pdf,"El-Said tiling, page 107, Figure 92i",p6m,https://tilingsearch.mit.edu/HTML/data155/F92I.html,set2,contents/data155/F92I.svg
F41,html/data155/F41.html,contents/data155/F41.pdf,Toledo tile,p4g,https://tilingsearch.mit.edu/HTML/data155/F41.html,set2,contents/data155/F41.svg
P22,html/data21/P22.html,contents/data21/P22.pdf,"Alhambra, various locations",p4g,https://tilingsearch.mit.edu/HTML/data21/P22.html,set3,contents/data21/P22.svg
P81C,html/data21/P81C.html,contents/data21/P81C.pdf,"Wade, page 81 (c)",p6,https://tilingsearch.mit.edu/HTML/data21/P81C.html,set2,contents/data21/P81C.svg
P43,html/data21/P43.html,contents/data21/P43.pdf,"Citadel at Aleppo, Syria",p4m,https://tilingsearch.mit.edu/HTML/data21/P43.html,set2,contents/data21/P43.svg
P38,html/data21/P38.html,contents/data21/P38.pdf,"Sefferine Madrasah, Fez",p4m,https://tilingsearch.mit.edu/HTML/data21/P38.html,set3,contents/data21/P38.svg
P97,html/data21/P97.html,contents/data21/P97.pdf,"Attarine Madrasah, Fez, Morocco",p4m,https://tilingsearch.mit.edu/HTML/data21/P97.html,set3,contents/data21/P97.svg
P39,html/data21/P39.html,contents/data21/P39.pdf,"Bourgoin, Plate 16, top left",p6m,https://tilingsearch.mit.edu/HTML/data21/P39.html,set3,contents/data21/P39.svg
P54,html/data21/P54.html,contents/data21/P54.pdf,"Bourgoin, Plate 171",cmm,https://tilingsearch.mit.edu/HTML/data21/P54.html,set2,contents/data21/P54.svg
P81B,html/data21/P81B.html,contents/data21/P81B.pdf,"Wade, page 81 (b)",p6m,https://tilingsearch.mit.edu/HTML/data21/P81B.html,set3,contents/data21/P81B.svg
P23N4,html/data21/P23N4.html,contents/data21/P23N4.pdf,"Wade, page 23 (4)",p6,https://tilingsearch.mit.edu/HTML/data21/P23N4.html,set3,contents/data21/P23N4.svg
P32,html/data21/P32.html,contents/data21/P32.pdf,"Wade, page 32",cmm,https://tilingsearch.mit.edu/HTML/data21/P32.html,set3,contents/data21/P32.svg
P29A,html/data21/P29A.html,contents/data21/P29A.pdf,"Wade, page 29 (a)",p6m,https://tilingsearch.mit.edu/HTML/data21/P29A.html,set3,contents/data21/P29A.svg
P81D,html/data21/P81D.html,contents/data21/P81D.pdf,"Bourgoin, Plate 1",p6,https://tilingsearch.mit.edu/HTML/data21/P81D.html,set3,contents/data21/P81D.svg
P23N2,html/data21/P23N2.html,contents/data21/P23N2.pdf,"Itimad-ud-Daula's Tomb, Agra",p6,https://tilingsearch.mit.edu/HTML/data21/P23N2.html,set2,contents/data21/P23N2.svg
P87,html/data21/P87.html,contents/data21/P87.pdf,Konya,p6m,https://tilingsearch.mit.edu/HTML/data21/P87.html,set3,contents/data21/P87.svg
P8N3,html/data21/P8N3.html,contents/data21/P8N3.pdf,Rievaulx Abbey,p4m,https://tilingsearch.mit.edu/HTML/data21/P8N3.html,set2,contents/data21/P8N3.svg
P92,html/data21/P92.html,contents/data21/P92.pdf,"Wade, page 92",p4m,https://tilingsearch.mit.edu/HTML/data21/P92.html,set3,contents/data21/P92.svg
P84,html/data21/P84.html,contents/data21/P84.pdf,Cappella Palatina,p6m,https://tilingsearch.mit.edu/HTML/data21/P84.html,set3,contents/data21/P84.svg
P67,html/data21/P67.html,contents/data21/P67.pdf,"Saadian Tombs, Marrakech",p4m,https://tilingsearch.mit.edu/HTML/data21/P67.html,set2,contents/data21/P67.svg
P28D,html/data21/P28D.html,contents/data21/P28D.pdf,"Wade, page 28 (d)",p6m,https://tilingsearch.mit.edu/HTML/data21/P28D.html,set2,contents/data21/P28D.svg
P70,html/data21/P70.html,contents/data21/P70.pdf,"Bou Inania Madrasah, Meknes",p4m,https://tilingsearch.mit.edu/HTML/data21/P70.html,set3,contents/data21/P70.svg
P46,html/data21/P46.html,contents/data21/P46.pdf,"Wade, page 46",p6m,https://tilingsearch.mit.edu/HTML/data21/P46.html,set3,contents/data21/P46.svg
P8N1,html/data21/P8N1.html,contents/data21/P8N1.pdf,"St Marco, Venice",p4g,https://tilingsearch.mit.edu/HTML/data21/P8N1.html,set3,contents/data21/P8N1.svg
P93,html/data21/P93.html,contents/data21/P93.pdf,Ceramic tile,p4m,https://tilingsearch.mit.edu/HTML/data21/P93.html,set2,contents/data21/P93.svg
P20,html/data21/P20.html,contents/data21/P20.pdf,"Wade, page 20 (4)",p4g,https://tilingsearch.mit.edu/HTML/data21/P20.html,set2,contents/data21/P20.svg
P41,html/data21/P41.html,contents/data21/P41.pdf,"Bourgoin, Plate 13",p6m,https://tilingsearch.mit.edu/HTML/data21/P41.html,set2,contents/data21/P41.svg
P17,html/data21/P17.html,contents/data21/P17.pdf,Khatem Sulemani,p4m,https://tilingsearch.mit.edu/HTML/data21/P17.html,set2,contents/data21/P17.svg
P83,html/data21/P83.html,contents/data21/P83.pdf,"Wall mosaic, Kairouan, Tunisia",p6m,https://tilingsearch.mit.edu/HTML/data21/P83.html,set2,contents/data21/P83.svg
C149,html/data152/C149.html,contents/data152/C149.pdf,"Royal Palace, Meknes",p4m,https://tilingsearch.mit.edu/HTML/data152/C149.html,set1,contents/data152/C149.svg
C124A,html/data152/C124A.html,contents/data152/C124A.pdf,"Bahia Palace, Marrakesh",p4m,https://tilingsearch.mit.edu/HTML/data152/C124A.html,set1,contents/data152/C124A.svg
C126A,html/data152/C126A.html,contents/data152/C126A.pdf,"Royal Palace throne room, Rabat",p4m,https://tilingsearch.mit.edu/HTML/data152/C126A.html,set1,contents/data152/C126A.svg
C122A,html/data152/C122A.html,contents/data152/C122A.pdf,"Fountain outside Muhammad V Mausoleum, Rabat",p4m,https://tilingsearch.mit.edu/HTML/data152/C122A.html,set1,contents/data152/C122A.svg
C125,html/data152/C125.html,contents/data152/C125.pdf,"Jamai Palace, Fez",p4m,https://tilingsearch.mit.edu/HTML/data152/C125.html,set1,contents/data152/C125.svg
C120A,html/data152/C120A.html,contents/data152/C120A.pdf,"Royal Palace, Fez",p4m,https://tilingsearch.mit.edu/HTML/data152/C120A.html,set1,contents/data152/C120A.svg
C148,html/data152/C148.html,contents/data152/C148.pdf,"Rabat, Royal Palace throne room",p4m,https://tilingsearch.mit.edu/HTML/data152/C148.html,set1,contents/data152/C148.svg
C129B,html/data152/C129B.html,contents/data152/C129B.pdf,"Ben Youssef Madrasah, Marrakesh",p4m,https://tilingsearch.mit.edu/HTML/data152/C129B.html,set1,contents/data152/C129B.svg
C123,html/data152/C123.html,contents/data152/C123.pdf,"Bahia Palace, Marrakesh",p4m,https://tilingsearch.mit.edu/HTML/data152/C123.html,set1,contents/data152/C123.svg
C103,html/data152/C103.html,contents/data152/C103.pdf,"Chellah Mosque, Rabat",p4m,https://tilingsearch.mit.edu/HTML/data152/C103.html,set1,contents/data152/C103.svg
C269A,html/data152/C269A.html,contents/data152/C269A.pdf,"Palmeraie Golf Palace, Marrakesh",p4m,https://tilingsearch.mit.edu/HTML/data152/C269A.html,set1,contents/data152/C269A.svg
C129A,html/data152/C129A.html,contents/data152/C129A.pdf,"Merinid Madrasah, Sale",p4m,https://tilingsearch.mit.edu/HTML/data152/C129A.html,set1,contents/data152/C129A.svg
C101,html/data152/C101.html,contents/data152/C101.pdf,"Royal Palace Museum, Fez, Morocco",p4m,https://tilingsearch.mit.edu/HTML/data152/C101.html,set1,contents/data152/C101.svg
C120B,html/data152/C120B.html,contents/data152/C120B.pdf,"Royal Palace, Fes",p4m,https://tilingsearch.mit.edu/HTML/data152/C120B.html,set1,contents/data152/C120B.svg
C268A,html/data152/C268A.html,contents/data152/C268A.pdf,"Moulay Idriss Zaouia, Fez",p4m,https://tilingsearch.mit.edu/HTML/data152/C268A.html,set1,contents/data152/C268A.svg
C122B,html/data152/C122B.html,contents/data152/C122B.pdf,"Royal Palace Throne Room, Fes",p4m,https://tilingsearch.mit.edu/HTML/data152/C122B.html,set1,contents/data152/C122B.svg
C176A,html/data152/C176A.html,contents/data152/C176A.pdf,"Royal Palace Throne Room, Meknes",p4m,https://tilingsearch.mit.edu/HTML/data152/C176A.html,set1,contents/data152/C176A.svg
C122C,html/data152/C122C.html,contents/data152/C122C.pdf,"Royal Palace Throne Room, Meknes",p4m,https://tilingsearch.mit.edu/HTML/data152/C122C.html,set1,contents/data152/C122C.svg
C126B,html/data152/C126B.html,contents/data152/C126B.pdf,"Royal Palace throne room, Marrakesh",p4m,https://tilingsearch.mit.edu/HTML/data152/C126B.html,set1,contents/data152/C126B.svg
C128A,html/data152/C128A.html,contents/data152/C128A.pdf,"Muhammad V Mausoleum Mosque, Rabat",p4m,https://tilingsearch.mit.edu/HTML/data152/C128A.html,set1,contents/data152/C128A.svg
R2,html/data19/R2.html,contents/data19/R2.pdf,"Topkapi Scroll, page 300, Figure 28",cmm,https://tilingsearch.mit.edu/HTML/data19/R2.html,set3,contents/data19/R2.svg
G1,html/data19/G1.html,contents/data19/G1.pdf,"Morocco, Guardian Weekend",p6m,https://tilingsearch.mit.edu/HTML/data19/G1.html,set2,contents/data19/G1.svg
T3,html/data19/T3.html,contents/data19/T3.pdf,"Mustansiriya Madrasah, Baghdad",p4m,https://tilingsearch.mit.edu/HTML/data19/T3.html,set3,contents/data19/T3.svg
T2,html/data19/T2.html,contents/data19/T2.pdf,"Aljaferia Palace, Zaragoza",p6m,https://tilingsearch.mit.edu/HTML/data19/T2.html,set3,contents/data19/T2.svg
M2,html/data19/M2.html,contents/data19/M2.pdf,"Mosque in the Citadel, Cairo",pmg,https://tilingsearch.mit.edu/HTML/data19/M2.html,set3,contents/data19/M2.svg
R8,html/data19/R8.html,contents/data19/R8.pdf,"Topkapi Scroll, page 318, Figure 58",cmm,https://tilingsearch.mit.edu/HTML/data19/R8.html,set3,contents/data19/R8.svg
R13,html/data19/R13.html,contents/data19/R13.pdf,"Courtyard of Mustansiriyya Madrasa, Baghdad",cmm,https://tilingsearch.mit.edu/HTML/data19/R13.html,set3,contents/data19/R13.svg
R4,html/data19/R4.html,contents/data19/R4.pdf,Based on Topkapi Scroll,p4,https://tilingsearch.mit.edu/HTML/data19/R4.html,set2,contents/data19/R4.svg
R5,html/data19/R5.html,contents/data19/R5.pdf,"Topkapi Scroll, page 308, Figure 41",p4,https://tilingsearch.mit.edu/HTML/data19/R5.html,set2,contents/data19/R5.svg
R9,html/data19/R9.html,contents/data19/R9.pdf,"Topkapi Scroll, page 318, Figure 61",p4,https://tilingsearch.mit.edu/HTML/data19/R9.html,set2,contents/data19/R9.svg
R11,html/data19/R11.html,contents/data19/R11.pdf,"Topkapi Scroll, page 322, Figure 64",cmm,https://tilingsearch.mit.edu/HTML/data19/R11.html,set3,contents/data19/R11.svg
R6,html/data19/R6.html,contents/data19/R6.pdf,"Topkapi Scroll, page 313, Figure 50",pm,https://tilingsearch.mit.edu/HTML/data19/R6.html,set3,contents/data19/R6.svg
R7,html/data19/R7.html,contents/data19/R7.pdf,"Topkapi Scroll, page 317, Figure 56",cmm,https://tilingsearch.mit.edu/HTML/data19/R7.html,set2,contents/data19/R7.svg
R10,html/data19/R10.html,contents/data19/R10.pdf,"Topkapi Scroll, page 321, Figure 63",p6m,https://tilingsearch.mit.edu/HTML/data19/R10.html,set3,contents/data19/R10.svg
M1,html/data19/M1.html,contents/data19/M1.pdf,"Shah-i-Zinda, Samarkand",pmm,https://tilingsearch.mit.edu/HTML/data19/M1.html,set3,contents/data19/M1.svg
T1,html/data19/T1.html,contents/data19/T1.pdf,"Great Mosque, Damascus",p4m,https://tilingsearch.mit.edu/HTML/data19/T1.html,set3,contents/data19/T1.svg
R1,html/data19/R1.html,contents/data19/R1.pdf,"Friday mosque, Isfahan",p4m,https://tilingsearch.mit.edu/HTML/data19/R1.html,set2,contents/data19/R1.svg
R10A,html/data26/R10A.html,contents/data26/R10A.pdf,"Dye, Figure R 10a",p4,https://tilingsearch.mit.edu/HTML/data26/R10A.html,set3,contents/data26/R10A.svg
R05B,html/data26/R05B.html,contents/data26/R05B.pdf,"Dye, Figure R 5b",p2,https://tilingsearch.mit.edu/HTML/data26/R05B.html,set3,contents/data26/R05B.svg
R09A,html/data26/R09A.html,contents/data26/R09A.pdf,"Dye, Figure R 9a",p4,https://tilingsearch.mit.edu/HTML/data26/R09A.html,set3,contents/data26/R09A.svg
R07B,html/data26/R07B.html,contents/data26/R07B.pdf,"Dye, Figure R 7b",p4,https://tilingsearch.mit.edu/HTML/data26/R07B.html,set3,contents/data26/R07B.svg
R12A,html/data26/R12A.html,contents/data26/R12A.pdf,"Dye, Figure R 12a",p4,https://tilingsearch.mit.edu/HTML/data26/R12A.html,set3,contents/data26/R12A.svg
R03B,html/data26/R03B.html,contents/data26/R03B.pdf,"Dye, Figure R 3b",p4,https://tilingsearch.mit.edu/HTML/data26/R03B.html,set3,contents/data26/R03B.svg
R14A,html/data26/R14A.html,contents/data26/R14A.pdf,"Dye, Figure R 14a",p4,https://tilingsearch.mit.edu/HTML/data26/R14A.html,set3,contents/data26/R14A.svg
R13A,html/data26/R13A.html,contents/data26/R13A.pdf,"Dye, Figure R 13a",p4,https://tilingsearch.mit.edu/HTML/data26/R13A.html,set2,contents/data26/R13A.svg
R04B,html/data26/R04B.html,contents/data26/R04B.pdf,"Dye, Figure R 4b",p4,https://tilingsearch.mit.edu/HTML/data26/R04B.html,set3,contents/data26/R04B.svg
R11A,html/data26/R11A.html,contents/data26/R11A.pdf,"Dye, Figure R 11a",p4,https://tilingsearch.mit.edu/HTML/data26/R11A.html,set2,contents/data26/R11A.svg
R08A,html/data26/R08A.html,contents/data26/R08A.pdf,"Dye, Figure R 8a",p4,https://tilingsearch.mit.edu/HTML/data26/R08A.html,set2,contents/data26/R08A.svg
R04A,html/data26/R04A.html,contents/data26/R04A.pdf,"Dye, Figure R 4a",p4,https://tilingsearch.mit.edu/HTML/data26/R04A.html,set2,contents/data26/R04A.svg
R11B,html/data26/R11B.html,contents/data26/R11B.pdf,"Dye, Figure R 11b",p4,https://tilingsearch.mit.edu/HTML/data26/R11B.html,set3,contents/data26/R11B.svg
R06A,html/data26/R06A.html,contents/data26/R06A.pdf,"Dye, Figure R 6a",p4,https://tilingsearch.mit.edu/HTML/data26/R06A.html,set2,contents/data26/R06A.svg
R14B,html/data26/R14B.html,contents/data26/R14B.pdf,"Dye, Figure R 14b",p4,https://tilingsearch.mit.edu/HTML/data26/R14B.html,set2,contents/data26/R14B.svg
R12B,html/data26/R12B.html,contents/data26/R12B.pdf,"Dye, Figure R 12b",p4,https://tilingsearch.mit.edu/HTML/data26/R12B.html,set2,contents/data26/R12B.svg
R10B,html/data26/R10B.html,contents/data26/R10B.pdf,"Dye, Figure R 10b",p4,https://tilingsearch.mit.edu/HTML/data26/R10B.html,set2,contents/data26/R10B.svg
R05A,html/data26/R05A.html,contents/data26/R05A.pdf,"Dye, Figure R 5a",p2,https://tilingsearch.mit.edu/HTML/data26/R05A.html,set2,contents/data26/R05A.svg
R14C,html/data26/R14C.html,contents/data26/R14C.pdf,"Dye, Figure R 14c",p4,https://tilingsearch.mit.edu/HTML/data26/R14C.html,set3,contents/data26/R14C.svg
SHAF25,html/data199/SHAF25.html,contents/data199/SHAF25.pdf,6-star pattern,p6m,https://tilingsearch.mit.edu/HTML/data199/SHAF25.html,set3,contents/data199/SHAF25.svg
SHAF33,html/data199/SHAF33.html,contents/data199/SHAF33.pdf,`Kond pili' derived from `deh kand' (pattern),cmm,https://tilingsearch.mit.edu/HTML/data199/SHAF33.html,set3,contents/data199/SHAF33.svg
SHAF8,html/data199/SHAF8.html,contents/data199/SHAF8.pdf,"Minbar of the Gowhar Shad, Khorasan",p6m,https://tilingsearch.mit.edu/HTML/data199/SHAF8.html,set3,contents/data199/SHAF8.svg
SHAF13,html/data199/SHAF13.html,contents/data199/SHAF13.pdf,Floor of an old house in Kashan,p4m,https://tilingsearch.mit.edu/HTML/data199/SHAF13.html,set2,contents/data199/SHAF13.svg
SHAF44,html/data199/SHAF44.html,contents/data199/SHAF44.pdf,"Shafai, page 94",p4m,https://tilingsearch.mit.edu/HTML/data199/SHAF44.html,set3,contents/data199/SHAF44.svg
SHAF29,html/data199/SHAF29.html,contents/data199/SHAF29.pdf,Design used on old Kashan cotton mats,p4m,https://tilingsearch.mit.edu/HTML/data199/SHAF29.html,set3,contents/data199/SHAF29.svg
SHAF4,html/data199/SHAF4.html,contents/data199/SHAF4.pdf,"Derived from Shrine of Imam Reza, Mashhad",cmm,https://tilingsearch.mit.edu/HTML/data199/SHAF4.html,set3,contents/data199/SHAF4.svg
SHAF5,html/data199/SHAF5.html,contents/data199/SHAF5.pdf,"Shrine of Imam Reza, Mashhad",cmm,https://tilingsearch.mit.edu/HTML/data199/SHAF5.html,set2,contents/data199/SHAF5.svg
SHAF28,html/data199/SHAF28.html,contents/data199/SHAF28.pdf,"Eight 'Maku' from Golestan Palace, Tehran",p4m,https://tilingsearch.mit.edu/HTML/data199/SHAF28.html,set2,contents/data199/SHAF28.svg
SHAF45,html/data199/SHAF45.html,contents/data199/SHAF45.pdf,"Hall of the Golestan Palace, Tehran",pmm,https://tilingsearch.mit.edu/HTML/data199/SHAF45.html,set2,contents/data199/SHAF45.svg
SHAF12,html/data199/SHAF12.html,contents/data199/SHAF12.pdf,"Tomb of Aqa, Tehran",p4m,https://tilingsearch.mit.edu/HTML/data199/SHAF12.html,set3,contents/data199/SHAF12.svg
SHAF9,html/data199/SHAF9.html,contents/data199/SHAF9.pdf,"Friday mosque, Isfahan",cmm,https://tilingsearch.mit.edu/HTML/data199/SHAF9.html,set2,contents/data199/SHAF9.svg
SHAF32,html/data199/SHAF32.html,contents/data199/SHAF32.pdf,An example of an old masterpiece,cmm,https://tilingsearch.mit.edu/HTML/data199/SHAF32.html,set2,contents/data199/SHAF32.svg
SHAF24,html/data199/SHAF24.html,contents/data199/SHAF24.pdf,"Khawjeh Rabi, Khorasan",pmm,https://tilingsearch.mit.edu/HTML/data199/SHAF24.html,set2,contents/data199/SHAF24.svg
SHAF15,html/data199/SHAF15.html,contents/data199/SHAF15.pdf,A very rare design,p4m,https://tilingsearch.mit.edu/HTML/data199/SHAF15.html,set2,contents/data199/SHAF15.svg
SHAF42,html/data199/SHAF42.html,contents/data199/SHAF42.pdf,Imamzadeh Hashem shrine on the Haraz road,p4m,https://tilingsearch.mit.edu/HTML/data199/SHAF42.html,set2,contents/data199/SHAF42.svg
SHAF39,html/data199/SHAF39.html,contents/data199/SHAF39.pdf,"Imam Reza shrine, Mashhad",p6m,https://tilingsearch.mit.edu/HTML/data199/SHAF39.html,set2,contents/data199/SHAF39.svg
SHAF2,html/data199/SHAF2.html,contents/data199/SHAF2.pdf,"Gowhar Shad mosque, Mashhad",p4m,https://tilingsearch.mit.edu/HTML/data199/SHAF2.html,set3,contents/data199/SHAF2.svg
SHAF19,html/data199/SHAF19.html,contents/data199/SHAF19.pdf,"Sar-e Qabr-e Aqa, Tehran",p4m,https://tilingsearch.mit.edu/HTML/data199/SHAF19.html,set2,contents/data199/SHAF19.svg
SHAF23,html/data199/SHAF23.html,contents/data199/SHAF23.pdf,"Imamzadeh Ismail shrine, Isfahan",pmm,https://tilingsearch.mit.edu/HTML/data199/SHAF23.html,set3,contents/data199/SHAF23.svg
SHAF35,html/data199/SHAF35.html,contents/data199/SHAF35.pdf,"Golestan Palace, Tehran",pmm,https://tilingsearch.mit.edu/HTML/data199/SHAF35.html,set3,contents/data199/SHAF35.svg
MIR1,html/data199/MIR1.html,contents/data199/MIR1.pdf,Sultan Ahmed Mosque,cmm,https://tilingsearch.mit.edu/HTML/data199/MIR1.html,set2,contents/data199/MIR1.svg
SHAF34,html/data199/SHAF34.html,contents/data199/SHAF34.pdf,"Mirror work from Seyyed al-Karim, Rey",p6m,https://tilingsearch.mit.edu/HTML/data199/SHAF34.html,set2,contents/data199/SHAF34.svg
SHAF22,html/data199/SHAF22.html,contents/data199/SHAF22.pdf,"Window of the Dar al-Funun (academy of sciences), Tehran",pmm,https://tilingsearch.mit.edu/HTML/data199/SHAF22.html,set2,contents/data199/SHAF22.svg
